uad|dgs|folder|archive_reference|record_title|language_title|language|dates|locality|record_type|event_type
5161145|5161145|005161145_000001|Nacimientos 1943 - DGS(005161145)|Nacimientos 1943 - DGS(005161145)|ES|Español|1943/1943|Puerto Eten, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5161146|5161146|005161146_000001|Nacimientos 1943 - DGS(005161146)|Nacimientos 1943 - DGS(005161146)|ES|Español|1943/1943|Puerto Eten, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5161147|5161147|005161147_000001|Nacimientos 1944 - DGS(005161147)|Nacimientos 1944 - DGS(005161147)|ES|Español|1944/1944|Puerto Eten, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5161148|5161148|005161148_000001|Nacimientos 1946 - DGS(005161148)|Nacimientos 1946 - DGS(005161148)|ES|Español|1946/1946|Puerto Eten, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5161149|5161149|005161149_000001|Nacimientos 1946 - DGS(005161149)|Nacimientos 1946 - DGS(005161149)|ES|Español|1946/1946|Puerto Eten, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5161150|5161150|005161150_000001|Nacimientos 1947 - DGS(005161150)|Nacimientos 1947 - DGS(005161150)|ES|Español|1947/1947|Puerto Eten, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5161151|5161151|005161151_000001|Nacimientos 1948 - DGS(005161151)|Nacimientos 1948 - DGS(005161151)|ES|Español|1948/1948|Puerto Eten, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5161152|5161152|005161152_000001|Nacimientos 1949 - DGS(005161152)|Nacimientos 1949 - DGS(005161152)|ES|Español|1949/1949|Puerto Eten, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5161153|5161153|005161153_000001|Nacimientos 1953 - DGS(005161153)|Nacimientos 1953 - DGS(005161153)|ES|Español|1953/1953|Puerto Eten, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5161154|5161154|005161154_000001|Nacimientos 1954 - DGS(005161154)|Nacimientos 1954 - DGS(005161154)|ES|Español|1954/1954|Puerto Eten, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5161155|5161155|005161155_000001|Nacimientos 1955 - DGS(005161155)|Nacimientos 1955 - DGS(005161155)|ES|Español|1955/1955|Puerto Eten, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5161156|5161156|005161156_000001|Nacimientos 1995 - DGS(005161156)|Nacimientos 1995 - DGS(005161156)|ES|Español|1995/1995|Puerto Eten, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5161157|5161157|005161157_000001|Nacimientos 1981 - DGS(005161157)|Nacimientos 1981 - DGS(005161157)|ES|Español|1981/1981|Puerto Eten, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5161158|5161158|005161158_000001|Nacimientos 1982 - DGS(005161158)|Nacimientos 1982 - DGS(005161158)|ES|Español|1982/1982|Puerto Eten, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5161159|5161159|005161159_000001|Nacimientos 1985 - DGS(005161159)|Nacimientos 1985 - DGS(005161159)|ES|Español|1985/1985|Puerto Eten, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5161160|5161160|005161160_000001|Nacimientos 1987 - DGS(005161160)|Nacimientos 1987 - DGS(005161160)|ES|Español|1987/1987|Puerto Eten, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5161161|5161161|005161161_000001|Nacimientos 1986 - DGS(005161161)|Nacimientos 1986 - DGS(005161161)|ES|Español|1986/1986|Puerto Eten, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5161162|5161162|005161162_000001|Nacimientos 1992 - DGS(005161162)|Nacimientos 1992 - DGS(005161162)|ES|Español|1992/1992|Puerto Eten, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5161163|5161163|005161163_000001|Nacimientos 1994 - DGS(005161163)|Nacimientos 1994 - DGS(005161163)|ES|Español|1994/1994|Puerto Eten, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5161164|5161164|005161164_000001|Nacimientos 1995 - DGS(005161164)|Nacimientos 1995 - DGS(005161164)|ES|Español|1995/1995|Puerto Eten, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5161165|5161165|005161165_000001|Nacimientos 1994 - DGS(005161165)|Nacimientos 1994 - DGS(005161165)|ES|Español|1994/1994|Puerto Eten, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5161166|5161166|005161166_000001|Nacimientos 1996 - DGS(005161166)|Nacimientos 1996 - DGS(005161166)|ES|Español|1996/1996|Puerto Eten, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5161167|5161167|005161167_000001|Nacimientos 1939 - DGS(005161167)|Nacimientos 1939 - DGS(005161167)|ES|Español|1939/1939|Íllimo, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5161168|5161168|005161168_000001|Nacimientos 1953 - DGS(005161168)|Nacimientos 1953 - DGS(005161168)|ES|Español|1953/1953|Íllimo, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5161169|5161169|005161169_000001|Nacimientos 1954 - DGS(005161169)|Nacimientos 1954 - DGS(005161169)|ES|Español|1954/1954|Íllimo, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5161170|5161170|005161170_000001|Nacimientos 1956 - DGS(005161170)|Nacimientos 1956 - DGS(005161170)|ES|Español|1956/1956|Íllimo, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5161171|5161171|005161171_000001|Nacimientos 1957 - DGS(005161171)|Nacimientos 1957 - DGS(005161171)|ES|Español|1957/1957|Íllimo, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5161172|5161172|005161172_000001|Nacimientos 1959 - DGS(005161172)|Nacimientos 1959 - DGS(005161172)|ES|Español|1959/1959|Íllimo, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5161173|5161173|005161173_000001|Nacimientos 1960 - DGS(005161173)|Nacimientos 1960 - DGS(005161173)|ES|Español|1960/1960|Íllimo, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5161174|5161174|005161174_000001|Nacimientos 1963 - DGS(005161174)|Nacimientos 1963 - DGS(005161174)|ES|Español|1963/1963|Íllimo, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5161175|5161175|005161175_000001|Nacimientos 1969 - DGS(005161175)|Nacimientos 1969 - DGS(005161175)|ES|Español|1969/1969|Íllimo, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5161176|5161176|005161176_000001|Nacimientos 1971 - DGS(005161176)|Nacimientos 1971 - DGS(005161176)|ES|Español|1971/1971|Íllimo, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5161177|5161177|005161177_000001|Nacimientos 1972 - DGS(005161177)|Nacimientos 1972 - DGS(005161177)|ES|Español|1972/1972|Íllimo, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5161178|5161178|005161178_000001|Nacimientos 1973 - DGS(005161178)|Nacimientos 1973 - DGS(005161178)|ES|Español|1973/1973|Íllimo, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5161179|5161179|005161179_000001|Nacimientos 1974 - DGS(005161179)|Nacimientos 1974 - DGS(005161179)|ES|Español|1974/1974|Íllimo, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5161180|5161180|005161180_000001|Nacimientos 1975 - DGS(005161180)|Nacimientos 1975 - DGS(005161180)|ES|Español|1975/1975|Íllimo, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5161181|5161181|005161181_000001|Nacimientos 1976 - DGS(005161181)|Nacimientos 1976 - DGS(005161181)|ES|Español|1976/1976|Íllimo, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5161182|5161182|005161182_000001|Nacimientos 1978 - DGS(005161182)|Nacimientos 1978 - DGS(005161182)|ES|Español|1978/1978|Íllimo, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5161183|5161183|005161183_000001|Nacimientos 1979 - DGS(005161183)|Nacimientos 1979 - DGS(005161183)|ES|Español|1979/1979|Íllimo, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5161184|5161184|005161184_000001|Nacimientos 1980 - DGS(005161184)|Nacimientos 1980 - DGS(005161184)|ES|Español|1980/1980|Íllimo, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5161185|5161185|005161185_000001|Nacimientos 1981 - DGS(005161185)|Nacimientos 1981 - DGS(005161185)|ES|Español|1981/1981|Íllimo, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5161186|5161186|005161186_000001|Nacimientos 1982 - DGS(005161186)|Nacimientos 1982 - DGS(005161186)|ES|Español|1982/1982|Íllimo, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5161187|5161187|005161187_000001|Nacimientos 1983 - DGS(005161187)|Nacimientos 1983 - DGS(005161187)|ES|Español|1983/1983|Íllimo, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5161188|5161188|005161188_000001|Nacimientos 1987 - DGS(005161188)|Nacimientos 1987 - DGS(005161188)|ES|Español|1987/1987|Íllimo, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5161299|5161299|005161299_000001|Nacimientos 1936 - DGS(005161299)|Nacimientos 1936 - DGS(005161299)|ES|Español|1936/1936|Chongoyape, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5161300|5161300|005161300_000001|Certificados de defunción 1985 - DGS(005161300)|Certificados de defunción 1985 - DGS(005161300)|ES|Español|1985/1985|Íllimo, Lambayeque, Lambayeque, Perú|Defunción|Defunción
5161301|5161301|005161301_000001|Certificados de defunción 1933 - DGS(005161301)|Certificados de defunción 1933 - DGS(005161301)|ES|Español|1933/1933|Motupe, Lambayeque, Lambayeque, Perú|Defunción|Defunción
5161302|5161302|005161302_000001|Certificados de defunción 1934 - DGS(005161302)|Certificados de defunción 1934 - DGS(005161302)|ES|Español|1934/1934|Motupe, Lambayeque, Lambayeque, Perú|Defunción|Defunción
5161303|5161303|005161303_000001|Certificados de defunción 1935 - DGS(005161303)|Certificados de defunción 1935 - DGS(005161303)|ES|Español|1935/1935|Motupe, Lambayeque, Lambayeque, Perú|Defunción|Defunción
5161304|5161304|005161304_000001|Certificados de defunción 1936 - DGS(005161304)|Certificados de defunción 1936 - DGS(005161304)|ES|Español|1936/1936|Motupe, Lambayeque, Lambayeque, Perú|Defunción|Defunción
5161305|5161305|005161305_000001|Certificados de defunción 1938 - DGS(005161305)|Certificados de defunción 1938 - DGS(005161305)|ES|Español|1938/1938|Motupe, Lambayeque, Lambayeque, Perú|Defunción|Defunción
5161306|5161306|005161306_000001|Certificados de defunción 1938 - DGS(005161306)|Certificados de defunción 1938 - DGS(005161306)|ES|Español|1938/1938|Motupe, Lambayeque, Lambayeque, Perú|Defunción|Defunción
5161307|5161307|005161307_000001|Certificados de defunción 1939 - DGS(005161307)|Certificados de defunción 1939 - DGS(005161307)|ES|Español|1939/1939|Motupe, Lambayeque, Lambayeque, Perú|Defunción|Defunción
5161308|5161308|005161308_000001|Certificados de defunción 1941 - DGS(005161308)|Certificados de defunción 1941 - DGS(005161308)|ES|Español|1941/1941|Motupe, Lambayeque, Lambayeque, Perú|Defunción|Defunción
5161309|5161309|005161309_000001|Certificados de defunción 1942 - DGS(005161309)|Certificados de defunción 1942 - DGS(005161309)|ES|Español|1942/1942|Motupe, Lambayeque, Lambayeque, Perú|Defunción|Defunción
5161310|5161310|005161310_000001|Certificados de defunción 1943 - DGS(005161310)|Certificados de defunción 1943 - DGS(005161310)|ES|Español|1943/1943|Motupe, Lambayeque, Lambayeque, Perú|Defunción|Defunción
5161311|5161311|005161311_000001|Certificados de defunción 1945 - DGS(005161311)|Certificados de defunción 1945 - DGS(005161311)|ES|Español|1945/1945|Motupe, Lambayeque, Lambayeque, Perú|Defunción|Defunción
5161312|5161312|005161312_000001|Certificados de defunción 1945 - DGS(005161312)|Certificados de defunción 1945 - DGS(005161312)|ES|Español|1945/1945|Motupe, Lambayeque, Lambayeque, Perú|Defunción|Defunción
5161313|5161313|005161313_000001|Certificados de defunción 1955 - DGS(005161313)|Certificados de defunción 1955 - DGS(005161313)|ES|Español|1955/1955|Motupe, Lambayeque, Lambayeque, Perú|Defunción|Defunción
5161314|5161314|005161314_000001|Matrimonios 1933 - DGS(005161314)|Matrimonios 1933 - DGS(005161314)|ES|Español|1933/1933|Motupe, Lambayeque, Lambayeque, Perú|Matrimonio|Matrimonio
5161315|5161315|005161315_000001|Matrimonios 1934 - DGS(005161315)|Matrimonios 1934 - DGS(005161315)|ES|Español|1934/1934|Motupe, Lambayeque, Lambayeque, Perú|Matrimonio|Matrimonio
5161316|5161316|005161316_000001|Matrimonios 1935 - DGS(005161316)|Matrimonios 1935 - DGS(005161316)|ES|Español|1935/1935|Motupe, Lambayeque, Lambayeque, Perú|Matrimonio|Matrimonio
5161317|5161317|005161317_000001|Matrimonios 1936 - DGS(005161317)|Matrimonios 1936 - DGS(005161317)|ES|Español|1936/1936|Motupe, Lambayeque, Lambayeque, Perú|Matrimonio|Matrimonio
5161318|5161318|005161318_000001|Matrimonios 1937 - DGS(005161318)|Matrimonios 1937 - DGS(005161318)|ES|Español|1937/1937|Motupe, Lambayeque, Lambayeque, Perú|Matrimonio|Matrimonio
5161319|5161319|005161319_000001|Matrimonios 1938 - DGS(005161319)|Matrimonios 1938 - DGS(005161319)|ES|Español|1938/1938|Motupe, Lambayeque, Lambayeque, Perú|Matrimonio|Matrimonio
5161320|5161320|005161320_000001|Matrimonios 1939 - DGS(005161320)|Matrimonios 1939 - DGS(005161320)|ES|Español|1939/1939|Motupe, Lambayeque, Lambayeque, Perú|Matrimonio|Matrimonio
5161321|5161321|005161321_000001|Matrimonios 1940 - DGS(005161321)|Matrimonios 1940 - DGS(005161321)|ES|Español|1940/1940|Motupe, Lambayeque, Lambayeque, Perú|Matrimonio|Matrimonio
5161322|5161322|005161322_000001|Matrimonios 1941 - DGS(005161322)|Matrimonios 1941 - DGS(005161322)|ES|Español|1941/1941|Motupe, Lambayeque, Lambayeque, Perú|Matrimonio|Matrimonio
5161323|5161323|005161323_000001|Matrimonios 1942 - DGS(005161323)|Matrimonios 1942 - DGS(005161323)|ES|Español|1942/1942|Motupe, Lambayeque, Lambayeque, Perú|Matrimonio|Matrimonio
5161324|5161324|005161324_000001|Matrimonios 1944 - DGS(005161324)|Matrimonios 1944 - DGS(005161324)|ES|Español|1944/1944|Motupe, Lambayeque, Lambayeque, Perú|Matrimonio|Matrimonio
5161325|5161325|005161325_000001|Matrimonios 1945 - DGS(005161325)|Matrimonios 1945 - DGS(005161325)|ES|Español|1945/1945|Motupe, Lambayeque, Lambayeque, Perú|Matrimonio|Matrimonio
5161326|5161326|005161326_000001|Nacimientos 1939 - DGS(005161326)|Nacimientos 1939 - DGS(005161326)|ES|Español|1939/1939|Motupe, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5161327|5161327|005161327_000001|Nacimientos 1940 - DGS(005161327)|Nacimientos 1940 - DGS(005161327)|ES|Español|1940/1940|Motupe, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5161328|5161328|005161328_000001|Nacimientos 1941 - DGS(005161328)|Nacimientos 1941 - DGS(005161328)|ES|Español|1941/1941|Motupe, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5161329|5161329|005161329_000001|Nacimientos 1942 - DGS(005161329)|Nacimientos 1942 - DGS(005161329)|ES|Español|1942/1942|Motupe, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5161330|5161330|005161330_000001|Nacimientos 1943 - DGS(005161330)|Nacimientos 1943 - DGS(005161330)|ES|Español|1943/1943|Motupe, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5161331|5161331|005161331_000001|Nacimientos 1944 - DGS(005161331)|Nacimientos 1944 - DGS(005161331)|ES|Español|1944/1944|Motupe, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5161332|5161332|005161332_000001|Nacimientos 1945 - DGS(005161332)|Nacimientos 1945 - DGS(005161332)|ES|Español|1945/1945|Motupe, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5161333|5161333|005161333_000001|Nacimientos 1955 - DGS(005161333)|Nacimientos 1955 - DGS(005161333)|ES|Español|1955/1955|Motupe, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5161334|5161334|005161334_000001|Nacimientos 1955 - DGS(005161334)|Nacimientos 1955 - DGS(005161334)|ES|Español|1955/1955|Motupe, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5161335|5161335|005161335_000001|Nacimientos 1955 - DGS(005161335)|Nacimientos 1955 - DGS(005161335)|ES|Español|1955/1955|Motupe, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5161336|5161336|005161336_000001|Nacimientos 1955 - DGS(005161336)|Nacimientos 1955 - DGS(005161336)|ES|Español|1955/1955|Motupe, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5161337|5161337|005161337_000001|Nacimientos 1984 - DGS(005161337)|Nacimientos 1984 - DGS(005161337)|ES|Español|1984/1984|Nueva Arica, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5161338|5161338|005161338_000001|Certificados de defunción 1988 - DGS(005161338)|Certificados de defunción 1988 - DGS(005161338)|ES|Español|1988/1988|Oyotún, Chiclayo, Lambayeque, Perú|Defunción|Defunción
5161339|5161339|005161339_000001|Nacimientos 1939 - DGS(005161339)|Nacimientos 1939 - DGS(005161339)|ES|Español|1939/1939|Oyotún, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5161340|5161340|005161340_000001|Nacimientos 1979 - DGS(005161340)|Nacimientos 1979 - DGS(005161340)|ES|Español|1979/1979|Oyotún, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5161341|5161341|005161341_000001|Nacimientos 1980 - DGS(005161341)|Nacimientos 1980 - DGS(005161341)|ES|Español|1980/1980|Oyotún, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5161342|5161342|005161342_000001|Nacimientos 1981 - DGS(005161342)|Nacimientos 1981 - DGS(005161342)|ES|Español|1981/1981|Oyotún, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5161343|5161343|005161343_000001|Nacimientos 1982 - DGS(005161343)|Nacimientos 1982 - DGS(005161343)|ES|Español|1982/1982|Oyotún, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5161344|5161344|005161344_000001|Nacimientos 1984 - DGS(005161344)|Nacimientos 1984 - DGS(005161344)|ES|Español|1984/1984|Oyotún, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5161345|5161345|005161345_000001|Nacimientos 1984 - DGS(005161345)|Nacimientos 1984 - DGS(005161345)|ES|Español|1984/1984|Oyotún, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5161346|5161346|005161346_000001|Nacimientos 1985 - DGS(005161346)|Nacimientos 1985 - DGS(005161346)|ES|Español|1985/1985|Oyotún, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5161347|5161347|005161347_000001|Nacimientos 1985 - DGS(005161347)|Nacimientos 1985 - DGS(005161347)|ES|Español|1985/1985|Oyotún, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5161348|5161348|005161348_000001|Nacimientos 1988 - DGS(005161348)|Nacimientos 1988 - DGS(005161348)|ES|Español|1988/1988|Oyotún, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5161349|5161349|005161349_000001|Nacimientos 1986 - DGS(005161349)|Nacimientos 1986 - DGS(005161349)|ES|Español|1986/1986|Oyotún, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5161350|5161350|005161350_000001|Nacimientos 1987 - DGS(005161350)|Nacimientos 1987 - DGS(005161350)|ES|Español|1987/1987|Oyotún, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5161351|5161351|005161351_000001|Nacimientos 1989 - DGS(005161351)|Nacimientos 1989 - DGS(005161351)|ES|Español|1989/1989|Oyotún, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5161352|5161352|005161352_000001|Nacimientos 1990 - DGS(005161352)|Nacimientos 1990 - DGS(005161352)|ES|Español|1990/1990|Oyotún, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5161353|5161353|005161353_000001|Nacimientos 1992 - DGS(005161353)|Nacimientos 1992 - DGS(005161353)|ES|Español|1992/1992|Oyotún, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5161354|5161354|005161354_000001|Nacimientos 1994 - DGS(005161354)|Nacimientos 1994 - DGS(005161354)|ES|Español|1994/1994|Oyotún, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5161355|5161355|005161355_000001|Nacimientos 1987 - DGS(005161355)|Nacimientos 1987 - DGS(005161355)|ES|Español|1987/1987|Oyotún, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5161356|5161356|005161356_000001|Nacimientos 1988 - DGS(005161356)|Nacimientos 1988 - DGS(005161356)|ES|Español|1988/1988|Oyotún, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5161357|5161357|005161357_000001|Nacimientos 1989 - DGS(005161357)|Nacimientos 1989 - DGS(005161357)|ES|Español|1989/1989|Oyotún, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5161358|5161358|005161358_000001|Nacimientos 1995 - DGS(005161358)|Nacimientos 1995 - DGS(005161358)|ES|Español|1995/1995|Oyotún, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5161359|5161359|005161359_000001|Nacimientos 1991 - DGS(005161359)|Nacimientos 1991 - DGS(005161359)|ES|Español|1991/1991|Oyotún, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5161360|5161360|005161360_000001|Nacimientos 1991 - DGS(005161360)|Nacimientos 1991 - DGS(005161360)|ES|Español|1991/1991|Oyotún, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5161361|5161361|005161361_000001|Nacimientos 1995 - DGS(005161361)|Nacimientos 1995 - DGS(005161361)|ES|Español|1995/1995|Oyotún, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5161362|5161362|005161362_000001|Nacimientos 1912 - DGS(005161362)|Nacimientos 1912 - DGS(005161362)|ES|Español|1912/1912|Pacora, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
